"id","country_id:id","state_id:id","code","name","revision"
mca_area_230405,base.cn,base.state_cn_HL,"230405","兴安区","201904"
mca_area_230406,base.cn,base.state_cn_HL,"230406","东山区","201904"
mca_area_230407,base.cn,base.state_cn_HL,"230407","兴山区","201904"
mca_area_230421,base.cn,base.state_cn_HL,"230421","萝北县","201904"
mca_area_230422,base.cn,base.state_cn_HL,"230422","绥滨县","201904"
mca_area_230500,base.cn,base.state_cn_HL,"230500","双鸭山市","201904"
mca_area_230502,base.cn,base.state_cn_HL,"230502","尖山区","201904"
mca_area_230503,base.cn,base.state_cn_HL,"230503","岭东区","201904"
mca_area_230505,base.cn,base.state_cn_HL,"230505","四方台区","201904"
mca_area_230506,base.cn,base.state_cn_HL,"230506","宝山区","201904"
mca_area_230521,base.cn,base.state_cn_HL,"230521","集贤县","201904"
mca_area_230522,base.cn,base.state_cn_HL,"230522","友谊县","201904"
mca_area_230523,base.cn,base.state_cn_HL,"230523","宝清县","201904"
mca_area_230524,base.cn,base.state_cn_HL,"230524","饶河县","201904"
mca_area_230600,base.cn,base.state_cn_HL,"230600","大庆市","201904"
mca_area_230602,base.cn,base.state_cn_HL,"230602","萨尔图区","201904"
mca_area_230603,base.cn,base.state_cn_HL,"230603","龙凤区","201904"
mca_area_230604,base.cn,base.state_cn_HL,"230604","让胡路区","201904"
mca_area_230605,base.cn,base.state_cn_HL,"230605","红岗区","201904"
mca_area_230606,base.cn,base.state_cn_HL,"230606","大同区","201904"
mca_area_230621,base.cn,base.state_cn_HL,"230621","肇州县","201904"
mca_area_230622,base.cn,base.state_cn_HL,"230622","肇源县","201904"
mca_area_230623,base.cn,base.state_cn_HL,"230623","林甸县","201904"
mca_area_230624,base.cn,base.state_cn_HL,"230624","杜尔伯特蒙古族自治县","201904"
mca_area_230700,base.cn,base.state_cn_HL,"230700","伊春市","201904"
mca_area_230702,base.cn,base.state_cn_HL,"230702","伊春区","201904"
mca_area_230703,base.cn,base.state_cn_HL,"230703","南岔区","201904"
mca_area_230704,base.cn,base.state_cn_HL,"230704","友好区","201904"
mca_area_230705,base.cn,base.state_cn_HL,"230705","西林区","201904"
mca_area_230706,base.cn,base.state_cn_HL,"230706","翠峦区","201904"
mca_area_230707,base.cn,base.state_cn_HL,"230707","新青区","201904"
mca_area_230708,base.cn,base.state_cn_HL,"230708","美溪区","201904"
mca_area_230709,base.cn,base.state_cn_HL,"230709","金山屯区","201904"
mca_area_230710,base.cn,base.state_cn_HL,"230710","五营区","201904"
mca_area_230711,base.cn,base.state_cn_HL,"230711","乌马河区","201904"
mca_area_230712,base.cn,base.state_cn_HL,"230712","汤旺河区","201904"
mca_area_230713,base.cn,base.state_cn_HL,"230713","带岭区","201904"
mca_area_230714,base.cn,base.state_cn_HL,"230714","乌伊岭区","201904"
mca_area_230715,base.cn,base.state_cn_HL,"230715","红星区","201904"
mca_area_230716,base.cn,base.state_cn_HL,"230716","上甘岭区","201904"
mca_area_230722,base.cn,base.state_cn_HL,"230722","嘉荫县","201904"
mca_area_230781,base.cn,base.state_cn_HL,"230781","铁力市","201904"
mca_area_230800,base.cn,base.state_cn_HL,"230800","佳木斯市","201904"
mca_area_230803,base.cn,base.state_cn_HL,"230803","向阳区","201904"
mca_area_230804,base.cn,base.state_cn_HL,"230804","前进区","201904"
mca_area_230805,base.cn,base.state_cn_HL,"230805","东风区","201904"
mca_area_230811,base.cn,base.state_cn_HL,"230811","郊区","201904"
mca_area_230822,base.cn,base.state_cn_HL,"230822","桦南县","201904"
mca_area_230826,base.cn,base.state_cn_HL,"230826","桦川县","201904"
mca_area_230828,base.cn,base.state_cn_HL,"230828","汤原县","201904"
mca_area_230881,base.cn,base.state_cn_HL,"230881","同江市","201904"
mca_area_230882,base.cn,base.state_cn_HL,"230882","富锦市","201904"
mca_area_230883,base.cn,base.state_cn_HL,"230883","抚远市","201904"
mca_area_230900,base.cn,base.state_cn_HL,"230900","七台河市","201904"
mca_area_230902,base.cn,base.state_cn_HL,"230902","新兴区","201904"
mca_area_230903,base.cn,base.state_cn_HL,"230903","桃山区","201904"
mca_area_230904,base.cn,base.state_cn_HL,"230904","茄子河区","201904"
mca_area_230921,base.cn,base.state_cn_HL,"230921","勃利县","201904"
mca_area_231000,base.cn,base.state_cn_HL,"231000","牡丹江市","201904"
mca_area_231002,base.cn,base.state_cn_HL,"231002","东安区","201904"
mca_area_231003,base.cn,base.state_cn_HL,"231003","阳明区","201904"
mca_area_231004,base.cn,base.state_cn_HL,"231004","爱民区","201904"
mca_area_231005,base.cn,base.state_cn_HL,"231005","西安区","201904"
mca_area_231025,base.cn,base.state_cn_HL,"231025","林口县","201904"
mca_area_231081,base.cn,base.state_cn_HL,"231081","绥芬河市","201904"
mca_area_231083,base.cn,base.state_cn_HL,"231083","海林市","201904"
mca_area_231084,base.cn,base.state_cn_HL,"231084","宁安市","201904"
mca_area_231085,base.cn,base.state_cn_HL,"231085","穆棱市","201904"
mca_area_231086,base.cn,base.state_cn_HL,"231086","东宁市","201904"
mca_area_231100,base.cn,base.state_cn_HL,"231100","黑河市","201904"
mca_area_231102,base.cn,base.state_cn_HL,"231102","爱辉区","201904"
mca_area_231121,base.cn,base.state_cn_HL,"231121","嫩江县","201904"
mca_area_231123,base.cn,base.state_cn_HL,"231123","逊克县","201904"
mca_area_231124,base.cn,base.state_cn_HL,"231124","孙吴县","201904"
mca_area_231181,base.cn,base.state_cn_HL,"231181","北安市","201904"
mca_area_231182,base.cn,base.state_cn_HL,"231182","五大连池市","201904"
mca_area_231200,base.cn,base.state_cn_HL,"231200","绥化市","201904"
mca_area_231202,base.cn,base.state_cn_HL,"231202","北林区","201904"
mca_area_231221,base.cn,base.state_cn_HL,"231221","望奎县","201904"
mca_area_231222,base.cn,base.state_cn_HL,"231222","兰西县","201904"
mca_area_231223,base.cn,base.state_cn_HL,"231223","青冈县","201904"
mca_area_231224,base.cn,base.state_cn_HL,"231224","庆安县","201904"
mca_area_231225,base.cn,base.state_cn_HL,"231225","明水县","201904"
mca_area_231226,base.cn,base.state_cn_HL,"231226","绥棱县","201904"
mca_area_231281,base.cn,base.state_cn_HL,"231281","安达市","201904"
mca_area_231282,base.cn,base.state_cn_HL,"231282","肇东市","201904"
mca_area_231283,base.cn,base.state_cn_HL,"231283","海伦市","201904"
mca_area_232700,base.cn,base.state_cn_HL,"232700","大兴安岭地区","201904"
mca_area_232701,base.cn,base.state_cn_HL,"232701","漠河市","201904"
mca_area_232721,base.cn,base.state_cn_HL,"232721","呼玛县","201904"
mca_area_232722,base.cn,base.state_cn_HL,"232722","塔河县","201904"
mca_area_310000,base.cn,base.state_cn_SH,"310000","上海市","201904"
mca_area_310101,base.cn,base.state_cn_SH,"310101","黄浦区","201904"
mca_area_310104,base.cn,base.state_cn_SH,"310104","徐汇区","201904"
mca_area_310105,base.cn,base.state_cn_SH,"310105","长宁区","201904"
mca_area_310106,base.cn,base.state_cn_SH,"310106","静安区","201904"
mca_area_310107,base.cn,base.state_cn_SH,"310107","普陀区","201904"
mca_area_310109,base.cn,base.state_cn_SH,"310109","虹口区","201904"
mca_area_310110,base.cn,base.state_cn_SH,"310110","杨浦区","201904"
mca_area_310112,base.cn,base.state_cn_SH,"310112","闵行区","201904"
mca_area_310113,base.cn,base.state_cn_SH,"310113","宝山区","201904"
mca_area_310114,base.cn,base.state_cn_SH,"310114","嘉定区","201904"
mca_area_310115,base.cn,base.state_cn_SH,"310115","浦东新区","201904"
mca_area_310116,base.cn,base.state_cn_SH,"310116","金山区","201904"
mca_area_310117,base.cn,base.state_cn_SH,"310117","松江区","201904"
mca_area_310118,base.cn,base.state_cn_SH,"310118","青浦区","201904"
mca_area_310120,base.cn,base.state_cn_SH,"310120","奉贤区","201904"
mca_area_310151,base.cn,base.state_cn_SH,"310151","崇明区","201904"
mca_area_320000,base.cn,base.state_cn_JS,"320000","江苏省","201904"
mca_area_320100,base.cn,base.state_cn_JS,"320100","南京市","201904"
mca_area_320102,base.cn,base.state_cn_JS,"320102","玄武区","201904"
mca_area_320104,base.cn,base.state_cn_JS,"320104","秦淮区","201904"
mca_area_320105,base.cn,base.state_cn_JS,"320105","建邺区","201904"
mca_area_320106,base.cn,base.state_cn_JS,"320106","鼓楼区","201904"
mca_area_320111,base.cn,base.state_cn_JS,"320111","浦口区","201904"
mca_area_320113,base.cn,base.state_cn_JS,"320113","栖霞区","201904"
mca_area_320114,base.cn,base.state_cn_JS,"320114","雨花台区","201904"
mca_area_320115,base.cn,base.state_cn_JS,"320115","江宁区","201904"
mca_area_320116,base.cn,base.state_cn_JS,"320116","六合区","201904"
mca_area_320117,base.cn,base.state_cn_JS,"320117","溧水区","201904"
mca_area_320118,base.cn,base.state_cn_JS,"320118","高淳区","201904"
mca_area_320200,base.cn,base.state_cn_JS,"320200","无锡市","201904"
mca_area_320205,base.cn,base.state_cn_JS,"320205","锡山区","201904"
mca_area_320206,base.cn,base.state_cn_JS,"320206","惠山区","201904"
mca_area_320211,base.cn,base.state_cn_JS,"320211","滨湖区","201904"
mca_area_320213,base.cn,base.state_cn_JS,"320213","梁溪区","201904"
mca_area_320214,base.cn,base.state_cn_JS,"320214","新吴区","201904"
mca_area_320281,base.cn,base.state_cn_JS,"320281","江阴市","201904"
mca_area_320282,base.cn,base.state_cn_JS,"320282","宜兴市","201904"
mca_area_320300,base.cn,base.state_cn_JS,"320300","徐州市","201904"
mca_area_320302,base.cn,base.state_cn_JS,"320302","鼓楼区","201904"
mca_area_320303,base.cn,base.state_cn_JS,"320303","云龙区","201904"
mca_area_320305,base.cn,base.state_cn_JS,"320305","贾汪区","201904"
mca_area_320311,base.cn,base.state_cn_JS,"320311","泉山区","201904"
mca_area_320312,base.cn,base.state_cn_JS,"320312","铜山区","201904"
mca_area_320321,base.cn,base.state_cn_JS,"320321","丰县","201904"
mca_area_320322,base.cn,base.state_cn_JS,"320322","沛县","201904"
mca_area_320324,base.cn,base.state_cn_JS,"320324","睢宁县","201904"
mca_area_320381,base.cn,base.state_cn_JS,"320381","新沂市","201904"
mca_area_320382,base.cn,base.state_cn_JS,"320382","邳州市","201904"
mca_area_320400,base.cn,base.state_cn_JS,"320400","常州市","201904"
mca_area_320402,base.cn,base.state_cn_JS,"320402","天宁区","201904"
mca_area_320404,base.cn,base.state_cn_JS,"320404","钟楼区","201904"
mca_area_320411,base.cn,base.state_cn_JS,"320411","新北区","201904"
mca_area_320412,base.cn,base.state_cn_JS,"320412","武进区","201904"
mca_area_320413,base.cn,base.state_cn_JS,"320413","金坛区","201904"
mca_area_320481,base.cn,base.state_cn_JS,"320481","溧阳市","201904"
mca_area_320500,base.cn,base.state_cn_JS,"320500","苏州市","201904"
mca_area_320505,base.cn,base.state_cn_JS,"320505","虎丘区","201904"
mca_area_320506,base.cn,base.state_cn_JS,"320506","吴中区","201904"
mca_area_320507,base.cn,base.state_cn_JS,"320507","相城区","201904"
mca_area_320508,base.cn,base.state_cn_JS,"320508","姑苏区","201904"
mca_area_320509,base.cn,base.state_cn_JS,"320509","吴江区","201904"
mca_area_320581,base.cn,base.state_cn_JS,"320581","常熟市","201904"
mca_area_320582,base.cn,base.state_cn_JS,"320582","张家港市","201904"
mca_area_320583,base.cn,base.state_cn_JS,"320583","昆山市","201904"
mca_area_320585,base.cn,base.state_cn_JS,"320585","太仓市","201904"
mca_area_320600,base.cn,base.state_cn_JS,"320600","南通市","201904"
mca_area_320602,base.cn,base.state_cn_JS,"320602","崇川区","201904"
mca_area_320611,base.cn,base.state_cn_JS,"320611","港闸区","201904"
mca_area_320612,base.cn,base.state_cn_JS,"320612","通州区","201904"
mca_area_320623,base.cn,base.state_cn_JS,"320623","如东县","201904"
mca_area_320681,base.cn,base.state_cn_JS,"320681","启东市","201904"
mca_area_320682,base.cn,base.state_cn_JS,"320682","如皋市","201904"
mca_area_320684,base.cn,base.state_cn_JS,"320684","海门市","201904"
mca_area_320685,base.cn,base.state_cn_JS,"320685","海安市","201904"
mca_area_320700,base.cn,base.state_cn_JS,"320700","连云港市","201904"
mca_area_320703,base.cn,base.state_cn_JS,"320703","连云区","201904"
mca_area_320706,base.cn,base.state_cn_JS,"320706","海州区","201904"
mca_area_320707,base.cn,base.state_cn_JS,"320707","赣榆区","201904"
mca_area_320722,base.cn,base.state_cn_JS,"320722","东海县","201904"
mca_area_320723,base.cn,base.state_cn_JS,"320723","灌云县","201904"
mca_area_320724,base.cn,base.state_cn_JS,"320724","灌南县","201904"
mca_area_320800,base.cn,base.state_cn_JS,"320800","淮安市","201904"
mca_area_320803,base.cn,base.state_cn_JS,"320803","淮安区","201904"
mca_area_320804,base.cn,base.state_cn_JS,"320804","淮阴区","201904"
mca_area_320812,base.cn,base.state_cn_JS,"320812","清江浦区","201904"
mca_area_320813,base.cn,base.state_cn_JS,"320813","洪泽区","201904"
mca_area_320826,base.cn,base.state_cn_JS,"320826","涟水县","201904"
mca_area_320830,base.cn,base.state_cn_JS,"320830","盱眙县","201904"
mca_area_320831,base.cn,base.state_cn_JS,"320831","金湖县","201904"
mca_area_320900,base.cn,base.state_cn_JS,"320900","盐城市","201904"
mca_area_320902,base.cn,base.state_cn_JS,"320902","亭湖区","201904"
mca_area_320903,base.cn,base.state_cn_JS,"320903","盐都区","201904"
mca_area_320904,base.cn,base.state_cn_JS,"320904","大丰区","201904"
mca_area_320921,base.cn,base.state_cn_JS,"320921","响水县","201904"
mca_area_320922,base.cn,base.state_cn_JS,"320922","滨海县","201904"
mca_area_320923,base.cn,base.state_cn_JS,"320923","阜宁县","201904"
mca_area_320924,base.cn,base.state_cn_JS,"320924","射阳县","201904"
mca_area_320925,base.cn,base.state_cn_JS,"320925","建湖县","201904"
mca_area_320981,base.cn,base.state_cn_JS,"320981","东台市","201904"
mca_area_321000,base.cn,base.state_cn_JS,"321000","扬州市","201904"
mca_area_321002,base.cn,base.state_cn_JS,"321002","广陵区","201904"
mca_area_321003,base.cn,base.state_cn_JS,"321003","邗江区","201904"
mca_area_321012,base.cn,base.state_cn_JS,"321012","江都区","201904"
mca_area_321023,base.cn,base.state_cn_JS,"321023","宝应县","201904"
mca_area_321081,base.cn,base.state_cn_JS,"321081","仪征市","201904"
mca_area_321084,base.cn,base.state_cn_JS,"321084","高邮市","201904"
mca_area_321100,base.cn,base.state_cn_JS,"321100","镇江市","201904"
mca_area_321102,base.cn,base.state_cn_JS,"321102","京口区","201904"
mca_area_321111,base.cn,base.state_cn_JS,"321111","润州区","201904"
mca_area_321112,base.cn,base.state_cn_JS,"321112","丹徒区","201904"
mca_area_321181,base.cn,base.state_cn_JS,"321181","丹阳市","201904"
mca_area_321182,base.cn,base.state_cn_JS,"321182","扬中市","201904"
mca_area_321183,base.cn,base.state_cn_JS,"321183","句容市","201904"
mca_area_321200,base.cn,base.state_cn_JS,"321200","泰州市","201904"
mca_area_321202,base.cn,base.state_cn_JS,"321202","海陵区","201904"
mca_area_321203,base.cn,base.state_cn_JS,"321203","高港区","201904"
mca_area_321204,base.cn,base.state_cn_JS,"321204","姜堰区","201904"
mca_area_321281,base.cn,base.state_cn_JS,"321281","兴化市","201904"
mca_area_321282,base.cn,base.state_cn_JS,"321282","靖江市","201904"
mca_area_321283,base.cn,base.state_cn_JS,"321283","泰兴市","201904"
mca_area_321300,base.cn,base.state_cn_JS,"321300","宿迁市","201904"
mca_area_321302,base.cn,base.state_cn_JS,"321302","宿城区","201904"
mca_area_321311,base.cn,base.state_cn_JS,"321311","宿豫区","201904"
mca_area_321322,base.cn,base.state_cn_JS,"321322","沭阳县","201904"
mca_area_321323,base.cn,base.state_cn_JS,"321323","泗阳县","201904"
mca_area_321324,base.cn,base.state_cn_JS,"321324","泗洪县","201904"
mca_area_330000,base.cn,base.state_cn_ZJ,"330000","浙江省","201904"
mca_area_330100,base.cn,base.state_cn_ZJ,"330100","杭州市","201904"
mca_area_330102,base.cn,base.state_cn_ZJ,"330102","上城区","201904"
mca_area_330103,base.cn,base.state_cn_ZJ,"330103","下城区","201904"
mca_area_330104,base.cn,base.state_cn_ZJ,"330104","江干区","201904"
mca_area_330105,base.cn,base.state_cn_ZJ,"330105","拱墅区","201904"
mca_area_330106,base.cn,base.state_cn_ZJ,"330106","西湖区","201904"
mca_area_330108,base.cn,base.state_cn_ZJ,"330108","滨江区","201904"
mca_area_330109,base.cn,base.state_cn_ZJ,"330109","萧山区","201904"
mca_area_330110,base.cn,base.state_cn_ZJ,"330110","余杭区","201904"
mca_area_330111,base.cn,base.state_cn_ZJ,"330111","富阳区","201904"
mca_area_330112,base.cn,base.state_cn_ZJ,"330112","临安区","201904"
mca_area_330122,base.cn,base.state_cn_ZJ,"330122","桐庐县","201904"
mca_area_330127,base.cn,base.state_cn_ZJ,"330127","淳安县","201904"
mca_area_330182,base.cn,base.state_cn_ZJ,"330182","建德市","201904"
mca_area_330200,base.cn,base.state_cn_ZJ,"330200","宁波市","201904"
mca_area_330203,base.cn,base.state_cn_ZJ,"330203","海曙区","201904"
mca_area_330205,base.cn,base.state_cn_ZJ,"330205","江北区","201904"
mca_area_330206,base.cn,base.state_cn_ZJ,"330206","北仑区","201904"
mca_area_330211,base.cn,base.state_cn_ZJ,"330211","镇海区","201904"
mca_area_330212,base.cn,base.state_cn_ZJ,"330212","鄞州区","201904"
mca_area_330213,base.cn,base.state_cn_ZJ,"330213","奉化区","201904"
mca_area_330225,base.cn,base.state_cn_ZJ,"330225","象山县","201904"
mca_area_330226,base.cn,base.state_cn_ZJ,"330226","宁海县","201904"
mca_area_330281,base.cn,base.state_cn_ZJ,"330281","余姚市","201904"
mca_area_330282,base.cn,base.state_cn_ZJ,"330282","慈溪市","201904"
mca_area_330300,base.cn,base.state_cn_ZJ,"330300","温州市","201904"
mca_area_330302,base.cn,base.state_cn_ZJ,"330302","鹿城区","201904"
mca_area_330303,base.cn,base.state_cn_ZJ,"330303","龙湾区","201904"
mca_area_330304,base.cn,base.state_cn_ZJ,"330304","瓯海区","201904"
mca_area_330305,base.cn,base.state_cn_ZJ,"330305","洞头区","201904"
mca_area_330324,base.cn,base.state_cn_ZJ,"330324","永嘉县","201904"
mca_area_330326,base.cn,base.state_cn_ZJ,"330326","平阳县","201904"
mca_area_330327,base.cn,base.state_cn_ZJ,"330327","苍南县","201904"
mca_area_330328,base.cn,base.state_cn_ZJ,"330328","文成县","201904"
mca_area_330329,base.cn,base.state_cn_ZJ,"330329","泰顺县","201904"
mca_area_330381,base.cn,base.state_cn_ZJ,"330381","瑞安市","201904"
mca_area_330382,base.cn,base.state_cn_ZJ,"330382","乐清市","201904"
mca_area_330400,base.cn,base.state_cn_ZJ,"330400","嘉兴市","201904"
mca_area_330402,base.cn,base.state_cn_ZJ,"330402","南湖区","201904"
mca_area_330411,base.cn,base.state_cn_ZJ,"330411","秀洲区","201904"
mca_area_330421,base.cn,base.state_cn_ZJ,"330421","嘉善县","201904"
mca_area_330424,base.cn,base.state_cn_ZJ,"330424","海盐县","201904"
mca_area_330481,base.cn,base.state_cn_ZJ,"330481","海宁市","201904"
mca_area_330482,base.cn,base.state_cn_ZJ,"330482","平湖市","201904"
mca_area_330483,base.cn,base.state_cn_ZJ,"330483","桐乡市","201904"
mca_area_330500,base.cn,base.state_cn_ZJ,"330500","湖州市","201904"
mca_area_330502,base.cn,base.state_cn_ZJ,"330502","吴兴区","201904"
mca_area_330503,base.cn,base.state_cn_ZJ,"330503","南浔区","201904"
mca_area_330521,base.cn,base.state_cn_ZJ,"330521","德清县","201904"
mca_area_330522,base.cn,base.state_cn_ZJ,"330522","长兴县","201904"
mca_area_330523,base.cn,base.state_cn_ZJ,"330523","安吉县","201904"
mca_area_330600,base.cn,base.state_cn_ZJ,"330600","绍兴市","201904"
mca_area_330602,base.cn,base.state_cn_ZJ,"330602","越城区","201904"
mca_area_330603,base.cn,base.state_cn_ZJ,"330603","柯桥区","201904"
mca_area_330604,base.cn,base.state_cn_ZJ,"330604","上虞区","201904"
mca_area_330624,base.cn,base.state_cn_ZJ,"330624","新昌县","201904"
mca_area_330681,base.cn,base.state_cn_ZJ,"330681","诸暨市","201904"
mca_area_330683,base.cn,base.state_cn_ZJ,"330683","嵊州市","201904"
mca_area_330700,base.cn,base.state_cn_ZJ,"330700","金华市","201904"
mca_area_330702,base.cn,base.state_cn_ZJ,"330702","婺城区","201904"
mca_area_330703,base.cn,base.state_cn_ZJ,"330703","金东区","201904"
mca_area_330723,base.cn,base.state_cn_ZJ,"330723","武义县","201904"
mca_area_330726,base.cn,base.state_cn_ZJ,"330726","浦江县","201904"
mca_area_330727,base.cn,base.state_cn_ZJ,"330727","磐安县","201904"
mca_area_330781,base.cn,base.state_cn_ZJ,"330781","兰溪市","201904"
mca_area_330782,base.cn,base.state_cn_ZJ,"330782","义乌市","201904"
mca_area_330783,base.cn,base.state_cn_ZJ,"330783","东阳市","201904"
mca_area_330784,base.cn,base.state_cn_ZJ,"330784","永康市","201904"
mca_area_330800,base.cn,base.state_cn_ZJ,"330800","衢州市","201904"
mca_area_330802,base.cn,base.state_cn_ZJ,"330802","柯城区","201904"
mca_area_330803,base.cn,base.state_cn_ZJ,"330803","衢江区","201904"
mca_area_330822,base.cn,base.state_cn_ZJ,"330822","常山县","201904"
mca_area_330824,base.cn,base.state_cn_ZJ,"330824","开化县","201904"
mca_area_330825,base.cn,base.state_cn_ZJ,"330825","龙游县","201904"
mca_area_330881,base.cn,base.state_cn_ZJ,"330881","江山市","201904"
mca_area_330900,base.cn,base.state_cn_ZJ,"330900","舟山市","201904"
mca_area_330902,base.cn,base.state_cn_ZJ,"330902","定海区","201904"
mca_area_330903,base.cn,base.state_cn_ZJ,"330903","普陀区","201904"
mca_area_330921,base.cn,base.state_cn_ZJ,"330921","岱山县","201904"
mca_area_330922,base.cn,base.state_cn_ZJ,"330922","嵊泗县","201904"
mca_area_331000,base.cn,base.state_cn_ZJ,"331000","台州市","201904"
mca_area_331002,base.cn,base.state_cn_ZJ,"331002","椒江区","201904"
mca_area_331003,base.cn,base.state_cn_ZJ,"331003","黄岩区","201904"
mca_area_331004,base.cn,base.state_cn_ZJ,"331004","路桥区","201904"
mca_area_331022,base.cn,base.state_cn_ZJ,"331022","三门县","201904"
mca_area_331023,base.cn,base.state_cn_ZJ,"331023","天台县","201904"
mca_area_331024,base.cn,base.state_cn_ZJ,"331024","仙居县","201904"
mca_area_331081,base.cn,base.state_cn_ZJ,"331081","温岭市","201904"
mca_area_331082,base.cn,base.state_cn_ZJ,"331082","临海市","201904"
mca_area_331083,base.cn,base.state_cn_ZJ,"331083","玉环市","201904"
mca_area_331100,base.cn,base.state_cn_ZJ,"331100","丽水市","201904"
mca_area_331102,base.cn,base.state_cn_ZJ,"331102","莲都区","201904"
mca_area_331121,base.cn,base.state_cn_ZJ,"331121","青田县","201904"
mca_area_331122,base.cn,base.state_cn_ZJ,"331122","缙云县","201904"
mca_area_331123,base.cn,base.state_cn_ZJ,"331123","遂昌县","201904"
mca_area_331124,base.cn,base.state_cn_ZJ,"331124","松阳县","201904"
mca_area_331125,base.cn,base.state_cn_ZJ,"331125","云和县","201904"
mca_area_331126,base.cn,base.state_cn_ZJ,"331126","庆元县","201904"
mca_area_331127,base.cn,base.state_cn_ZJ,"331127","景宁畲族自治县","201904"
mca_area_331181,base.cn,base.state_cn_ZJ,"331181","龙泉市","201904"
mca_area_340000,base.cn,base.state_cn_AH,"340000","安徽省","201904"
mca_area_340100,base.cn,base.state_cn_AH,"340100","合肥市","201904"
mca_area_340102,base.cn,base.state_cn_AH,"340102","瑶海区","201904"
mca_area_340103,base.cn,base.state_cn_AH,"340103","庐阳区","201904"
mca_area_340104,base.cn,base.state_cn_AH,"340104","蜀山区","201904"
mca_area_340111,base.cn,base.state_cn_AH,"340111","包河区","201904"
mca_area_340121,base.cn,base.state_cn_AH,"340121","长丰县","201904"
mca_area_340122,base.cn,base.state_cn_AH,"340122","肥东县","201904"
mca_area_340123,base.cn,base.state_cn_AH,"340123","肥西县","201904"
mca_area_340124,base.cn,base.state_cn_AH,"340124","庐江县","201904"
mca_area_340181,base.cn,base.state_cn_AH,"340181","巢湖市","201904"
mca_area_340200,base.cn,base.state_cn_AH,"340200","芜湖市","201904"
mca_area_340202,base.cn,base.state_cn_AH,"340202","镜湖区","201904"
mca_area_340203,base.cn,base.state_cn_AH,"340203","弋江区","201904"
mca_area_340207,base.cn,base.state_cn_AH,"340207","鸠江区","201904"
mca_area_340208,base.cn,base.state_cn_AH,"340208","三山区","201904"
mca_area_340221,base.cn,base.state_cn_AH,"340221","芜湖县","201904"
mca_area_340222,base.cn,base.state_cn_AH,"340222","繁昌县","201904"
mca_area_340223,base.cn,base.state_cn_AH,"340223","南陵县","201904"
mca_area_340225,base.cn,base.state_cn_AH,"340225","无为县","201904"
mca_area_340300,base.cn,base.state_cn_AH,"340300","蚌埠市","201904"
mca_area_340302,base.cn,base.state_cn_AH,"340302","龙子湖区","201904"
mca_area_340303,base.cn,base.state_cn_AH,"340303","蚌山区","201904"
mca_area_340304,base.cn,base.state_cn_AH,"340304","禹会区","201904"
mca_area_340311,base.cn,base.state_cn_AH,"340311","淮上区","201904"
mca_area_340321,base.cn,base.state_cn_AH,"340321","怀远县","201904"
mca_area_340322,base.cn,base.state_cn_AH,"340322","五河县","201904"
mca_area_340323,base.cn,base.state_cn_AH,"340323","固镇县","201904"
mca_area_340400,base.cn,base.state_cn_AH,"340400","淮南市","201904"
mca_area_340402,base.cn,base.state_cn_AH,"340402","大通区","201904"
mca_area_340403,base.cn,base.state_cn_AH,"340403","田家庵区","201904"
mca_area_340404,base.cn,base.state_cn_AH,"340404","谢家集区","201904"
mca_area_340405,base.cn,base.state_cn_AH,"340405","八公山区","201904"
mca_area_340406,base.cn,base.state_cn_AH,"340406","潘集区","201904"
mca_area_340421,base.cn,base.state_cn_AH,"340421","凤台县","201904"
mca_area_340422,base.cn,base.state_cn_AH,"340422","寿县","201904"
mca_area_340500,base.cn,base.state_cn_AH,"340500","马鞍山市","201904"
mca_area_340503,base.cn,base.state_cn_AH,"340503","花山区","201904"
mca_area_340504,base.cn,base.state_cn_AH,"340504","雨山区","201904"
mca_area_340506,base.cn,base.state_cn_AH,"340506","博望区","201904"
mca_area_340521,base.cn,base.state_cn_AH,"340521","当涂县","201904"
mca_area_340522,base.cn,base.state_cn_AH,"340522","含山县","201904"
mca_area_340523,base.cn,base.state_cn_AH,"340523","和县","201904"
mca_area_340600,base.cn,base.state_cn_AH,"340600","淮北市","201904"
mca_area_340602,base.cn,base.state_cn_AH,"340602","杜集区","201904"
mca_area_340603,base.cn,base.state_cn_AH,"340603","相山区","201904"
mca_area_340604,base.cn,base.state_cn_AH,"340604","烈山区","201904"
mca_area_340621,base.cn,base.state_cn_AH,"340621","濉溪县","201904"
mca_area_340700,base.cn,base.state_cn_AH,"340700","铜陵市","201904"
mca_area_340705,base.cn,base.state_cn_AH,"340705","铜官区","201904"
mca_area_340706,base.cn,base.state_cn_AH,"340706","义安区","201904"
mca_area_340711,base.cn,base.state_cn_AH,"340711","郊区","201904"
mca_area_340722,base.cn,base.state_cn_AH,"340722","枞阳县","201904"
mca_area_340800,base.cn,base.state_cn_AH,"340800","安庆市","201904"
mca_area_340802,base.cn,base.state_cn_AH,"340802","迎江区","201904"
mca_area_340803,base.cn,base.state_cn_AH,"340803","大观区","201904"
mca_area_340811,base.cn,base.state_cn_AH,"340811","宜秀区","201904"
mca_area_340822,base.cn,base.state_cn_AH,"340822","怀宁县","201904"
mca_area_340825,base.cn,base.state_cn_AH,"340825","太湖县","201904"
mca_area_340826,base.cn,base.state_cn_AH,"340826","宿松县","201904"
mca_area_340827,base.cn,base.state_cn_AH,"340827","望江县","201904"
mca_area_340828,base.cn,base.state_cn_AH,"340828","岳西县","201904"
